"source","destination","YearSampled","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"Sitio Tugas","Poroc San Flower","2014",5.09597019923732,254,145,198400,0.000730846774193548
"Hicgop South","Poroc San Flower","2012",6.00735397943935,256,353,484096,0.000729194209413009
"SF5","SF6","2013",NA,NA,2109,2892672,0.000729083698393734
"Elementary School","San Agustin","2012",3.71624288089285,248,176,242048,0.000727128503437335
"Sitio Baybayon","Hicgop South","2012",19.747308872455,104,351,484096,0.00072506279746166
"Magbangon","Magbangon","2012",0,62,175,242048,0.000722997091485986
"SF3","Cabatoan","2012",NA,NA,875,1210240,0.000722997091485986
"SF4","Hicgop South","2012",NA,NA,347,484096,0.000716799973558964
"Gabas","Poroc Rose","2012",3.19705081559734,34,172,242048,0.000710602855631941
"Palanas","Caridad Cemetery","2013",5.6928889753735,189,170,241056,0.00070523031992566
"Pangasugan","SF1","2011",NA,NA,169,241056,0.000701081906279039
"SF1","Sitio Tugas","2013",NA,NA,673,964224,0.000697970596044073
"Palanas","CAI","2013",36.2691073087654,22,168,241056,0.000696933492632417
"Hicgop South","Magbangon","2012",6.36236340664461,142,337,484096,0.000696142913802221
"Caridad Cemetery","Magbangon","2014",3.28805912992589,150,138,198400,0.000695564516129032
"Caridad Cemetery","Sitio Lonas","2012",7.93235105602247,230,166,242048,0.00068581438392385
"Cabatoan","Cabatoan","2013",0,62,165,241056,0.000684488251692553
"Magbangon","San Agustin","2014",11.6652303956557,219,135,198400,0.000680443548387097
"Caridad Cemetery","San Agustin","2013",8.48939965705146,239,164,241056,0.000680339838045931
"SF5","Sitio Tugas","2013",NA,NA,1963,2892672,0.000678611332359839
"Cabatoan","Sitio Baybayon","2013",24.9105624661144,291,163,241056,0.00067619142439931
"Visca","Caridad Cemetery","2011",11.1170499867974,74,163,241056,0.00067619142439931
"Visca","Hicgop South","2011",8.12617156228781,58,163,241056,0.00067619142439931
"Caridad Cemetery","Sitio Tugas","2014",3.98589537085982,223,134,198400,0.000675403225806452
"Poroc San Flower","Pangasugan","2014",NA,NA,134,198400,0.000675403225806452
"Poroc San Flower","Visca","2012",2.21665869501555,311,163,242048,0.000673420148069804
"Sitio Lonas","Magbangon","2012",11.1296663262947,121,163,242048,0.000673420148069804
"Poroc San Flower","Cabatoan","2013",11.9838137599975,110,162,241056,0.000672043010752688
"Sitio Baybayon","Sitio Lonas","2014",15.3556606444419,318,266,396800,0.000670362903225806
"Visca","Hicgop South","2012",8.12617156228781,58,162,242048,0.000669288736118456
"Gabas","Caridad Cemetery","2011",13.0800106975381,73,161,241056,0.000667894597106067
"SF3","Magbangon","2012",NA,NA,807,1210240,0.000666809888947647
"Palanas","Caridad Cemetery","2012",5.6928889753735,189,161,242048,0.000665157324167107
"Poroc Rose","SF1","2013",NA,NA,160,241056,0.000663746183459445
"Sitio Baybayon","Magbangon","2011",25.1134608596041,18,319,482112,0.000661671976636134
"Pangasugan","Hicgop South","2012",NA,NA,160,242048,0.000661025912215759
"Poroc Rose","SF1","2014",NA,NA,130,198400,0.000655241935483871
"Pangasugan","Poroc San Flower","2013",NA,NA,157,241056,0.000651300942519581
"Poroc San Flower","CAI","2013",38.8063694633589,5,156,241056,0.000647152528872959
"SF4","Hicgop South","2011",NA,NA,312,482112,0.000647152528872959
"SF3","San Agustin","2014",NA,NA,641,992000,0.00064616935483871
"Caridad Proper","Sitio Baybayon","2014",21.7509719512898,297,128,198400,0.000645161290322581
"Elementary School","Magbangon","2014",7.98442483925902,128,128,198400,0.000645161290322581
"Poroc San Flower","SF1","2012",NA,NA,156,242048,0.000644500264410365
"Sitio Baybayon","SF3","2012",NA,NA,312,484096,0.000644500264410365
"SF1","Wangag","2011",NA,NA,621,964224,0.000644041218637993
"Magbangon","Hicgop South","2013",6.36236340664461,193,155,241056,0.000643004115226337
"Poroc Rose","SF5","2011",NA,NA,155,241056,0.000643004115226337
"SF2","Sitio Baybayon","2013",NA,NA,464,723168,0.000641621310677464
"Visca","Poroc Rose","2013",1.26450294037349,158,154,241056,0.000638855701579716
"Caridad Proper","Hicgop South","2014",2.33565955110038,205,126,198400,0.00063508064516129
"Hicgop South","Cabatoan","2014",6.11477685668207,141,251,396800,0.000632560483870968
"Hicgop South","Poroc Rose","2014",6.89197129622291,264,251,396800,0.000632560483870968
"Hicgop South","Poroc San Flower","2014",6.00735397943935,256,249,396800,0.000627520161290323
"Poroc Rose","Caridad Cemetery","2014",9.9107454183565,80,124,198400,0.000625
"Poroc San Flower","CAI","2014",38.8063694633589,5,123,198400,0.000619959677419355
"Sitio Baybayon","Hicgop South","2014",19.747308872455,104,246,396800,0.000619959677419355
"Sitio Tugas","Magbangon","2014",7.22370627990875,134,123,198400,0.000619959677419355
"Elementary School","Poroc San Flower","2013",4.28736209804195,250,149,241056,0.000618113633346608
"Visca","Pangasugan","2012",NA,NA,149,242048,0.000615580380750925
"SF3","Caridad Cemetery","2012",NA,NA,742,1210240,0.000613101533580116
"Sitio Baybayon","San Agustin","2013",14.7598845132621,319,295,482112,0.000611891012876676
"SF5","Hicgop South","2012",NA,NA,1772,2904576,0.000610071831482461
"Poroc San Flower","Caridad Cemetery","2011",9.05786494633732,88,147,241056,0.000609816806053365
"San Agustin","Sitio Tugas","2011",4.52288186298911,79,147,241056,0.000609816806053365
"Visca","Pangasugan","2013",NA,NA,147,241056,0.000609816806053365
"Visca","Visca","2013",0,62,147,241056,0.000609816806053365
"Tamakin Dacot","SF4","2013",NA,NA,293,482112,0.000607742599230054
"SF4","Caridad Cemetery","2014",NA,NA,240,396800,0.000604838709677419
"Gabas","SF1","2013",NA,NA,145,241056,0.000601519978760122
"Palanas","Magbangon","2014",2.41391771324467,198,118,198400,0.000594758064516129
"Cabatoan","Magbangon","2013",0.249569604975458,151,143,241056,0.000593223151466879
"Palanas","Magbangon","2012",2.41391771324467,198,143,242048,0.000590791909042835
"Cabatoan","Wangag","2014",2.13420254257553,131,117,198400,0.000589717741935484
"Caridad Cemetery","Magbangon","2011",3.28805912992589,150,142,241056,0.000589074737820258
"Sitio Tugas","Elementary School","2011",0.819148876610196,280,142,241056,0.000589074737820258
"Visca","SF5","2011",NA,NA,142,241056,0.000589074737820258
"Sitio Tugas","Magbangon","2011",7.22370627990875,134,141,241056,0.000584926324173636
"Hicgop South","SF5","2012",NA,NA,283,484096,0.000584594791115812
"SF4","SF1","2013",NA,NA,281,482112,0.000582852117350325
"SF1","San Agustin","2012",NA,NA,564,968192,0.000582529085140137
"Magbangon","Magbangon","2013",0,62,140,241056,0.000580777910527014
"San Agustin","Elementary School","2011",3.71624288089285,83,140,241056,0.000580777910527014
"Visca","Caridad Proper","2013",10.3684742357159,70,139,241056,0.000576629496880393
"Magbangon","Sitio Tugas","2014",7.22370627990875,200,114,198400,0.000574596774193548
"Pangasugan","Visca","2012",NA,NA,139,242048,0.00057426626123744
"Pangasugan","SF5","2011",NA,NA,138,241056,0.000572481083233771
"SF1","Hicgop South","2013",NA,NA,552,964224,0.000572481083233771
"Haina","Tamakin Dacot","2014",1.32935692208799,182,227,396800,0.000572076612903226
"SF5","SF1","2011",NA,NA,1652,2892672,0.000571098278684898
"Poroc Rose","Pangasugan","2012",NA,NA,137,242048,0.000566003437334744
"Caridad Proper","Sitio Tugas","2014",3.22263263749314,225,112,198400,0.000564516129032258
"Wangag","SF1","2011",NA,NA,136,241056,0.000564184255940528
"Hicgop South","Cabatoan","2013",6.11477685668207,141,271,482112,0.000562110049117218
"SF2","Hicgop South","2014",NA,NA,332,595200,0.000557795698924731
"SF5","Tamakin Dacot","2012",NA,NA,1616,2904576,0.00055636347611493
"Caridad Cemetery","Sitio Tugas","2013",3.98589537085982,223,134,241056,0.000555887428647285
"Sitio Tugas","Sitio Baybayon","2013",18.8737442004117,312,134,241056,0.000555887428647285
"Elementary School","Sitio Lonas","2014",3.15672946924723,228,110,198400,0.000554435483870968
"Caridad Cemetery","Cabatoan","2011",3.03869204915848,149,133,241056,0.000551739015000664
"Pangasugan","SF4","2013",NA,NA,133,241056,0.000551739015000664
"Cabatoan","San Agustin","2014",11.4243171337323,221,109,198400,0.000549395161290323
"Haina","Tamakin Dacot","2013",1.32935692208799,182,263,482112,0.000545516394530731
"SF1","Sitio Tugas","2014",NA,NA,432,793600,0.000544354838709677
"SF6","SF4","2013",NA,NA,131,241056,0.000543442187707421
"Visca","SF1","2013",NA,NA,131,241056,0.000543442187707421
"SF3","Cabatoan","2014",NA,NA,538,992000,0.000542338709677419
"Pangasugan","SF1","2014",NA,NA,107,198400,0.000539314516129032
"Sitio Baybayon","Sitio Tugas","2014",18.8737442004117,102,214,396800,0.000539314516129032
"Elementary School","CAI","2011",38.0846165851528,8,130,241056,0.000539293774060799
"Sitio Lonas","SF1","2013",NA,NA,130,241056,0.000539293774060799
"Cabatoan","Sitio Lonas","2013",10.8872204466828,214,129,241056,0.000535145360414178
"Caridad Cemetery","Sitio Lonas","2013",7.93235105602247,230,129,241056,0.000535145360414178
"Tamakin Dacot","SF4","2012",NA,NA,259,484096,0.00053501784769963
"Caridad Cemetery","Elementary School","2014",4.77585415072936,233,106,198400,0.000534274193548387
"Pangasugan","SF1","2012",NA,NA,129,242048,0.000532952141723956
"SF2","San Agustin","2013",NA,NA,383,723168,0.000529614142218682
"Hicgop South","Magbangon","2014",6.36236340664461,142,210,396800,0.000529233870967742
"Poroc San Flower","SF4","2012",NA,NA,128,242048,0.000528820729772607
"Caridad Proper","Sitio Lonas","2013",7.17087278024704,234,127,241056,0.000526848533120935
"Caridad Proper","Sitio Tugas","2013",3.22263263749314,225,127,241056,0.000526848533120935
"Pangasugan","Caridad Proper","2013",NA,NA,127,241056,0.000526848533120935
"San Agustin","Caridad Proper","2011",7.72994839109529,89,127,241056,0.000526848533120935
"SF3","Sitio Baybayon","2013",NA,NA,635,1205280,0.000526848533120935
"SF3","Sitio Tugas","2012",NA,NA,636,1210240,0.000525515600211528
"Pangasugan","Pangasugan","2014",NA,NA,104,198400,0.000524193548387097
"San Agustin","Pangasugan","2013",NA,NA,126,241056,0.000522700119474313
"Sitio Baybayon","Sitio Lonas","2013",15.3556606444419,318,252,482112,0.000522700119474313
"SF4","Haina","2014",NA,NA,207,396800,0.000521673387096774
"Haina","SF6","2011",NA,NA,251,482112,0.000520625912651002
"Cabatoan","Wangag","2012",2.13420254257553,131,126,242048,0.00052055790586991
"Haina","SF3","2013",NA,NA,250,482112,0.000518551705827691
"Sitio Baybayon","Hicgop South","2013",19.747308872455,104,250,482112,0.000518551705827691
"Hicgop South","Poroc Rose","2013",6.89197129622291,264,249,482112,0.000516477499004381
"SF1","Sitio Lonas","2013",NA,NA,497,964224,0.000515440395592725
"SF1","Sitio Tugas","2012",NA,NA,499,968192,0.000515393640930724
"Poroc Rose","Poroc Rose","2013",0.000134258785931453,62,124,241056,0.00051440329218107
"Poroc Rose","SF4","2014",NA,NA,102,198400,0.000514112903225806
"SF3","Sitio Baybayon","2014",NA,NA,507,992000,0.000511088709677419
"Sitio Baybayon","Caridad Proper","2011",21.7509719512898,164,246,482112,0.000510254878534448
"SF6","Sitio Lonas","2014",NA,NA,101,198400,0.000509072580645161
"SF5","Poroc San Flower","2011",NA,NA,1470,2892672,0.000508180671711138
"SF5","Hicgop South","2011",NA,NA,1469,2892672,0.000507834970573919
"San Agustin","Sitio Baybayon","2013",14.7598845132621,46,122,241056,0.000506106464887827
"Sitio Tugas","Cabatoan","2011",6.97778704506868,133,122,241056,0.000506106464887827
"SF5","Elementary School","2014",NA,NA,1201,2380800,0.000504452284946237
"Pangasugan","Visca","2014",NA,NA,100,198400,0.000504032258064516
"Sitio Tugas","San Agustin","2012",4.52288186298911,252,121,242048,0.000499900846113168
"Caridad Proper","Sitio Baybayon","2011",21.7509719512898,297,120,241056,0.000497809637594584
"Gabas","SF1","2012",NA,NA,120,242048,0.000495769434161819
"Magbangon","Caridad Proper","2011",4.03826759766962,187,119,241056,0.000493661223947962
"Pangasugan","Haina","2013",NA,NA,119,241056,0.000493661223947962
"Pangasugan","Pangasugan","2011",NA,NA,119,241056,0.000493661223947962
"SF3","Sitio Lonas","2012",NA,NA,597,1210240,0.00049329058699101
"SF5","Hicgop South","2013",NA,NA,1426,2892672,0.000492969821673525
"SF5","Haina","2011",NA,NA,1421,2892672,0.000491241315987433
"Poroc Rose","Haina","2013",12.7500613492617,49,118,241056,0.000489512810301341
"SF4","Poroc Rose","2014",NA,NA,193,396800,0.000486391129032258
"Elementary School","SF5","2013",NA,NA,117,241056,0.000485364396654719
"Magbangon","Palanas","2011",2.41391771324467,136,117,241056,0.000485364396654719
"SF2","Caridad Cemetery","2013",NA,NA,351,723168,0.000485364396654719
"SF2","SF1","2011",NA,NA,351,723168,0.000485364396654719
"Visca","Caridad Cemetery","2013",11.1170499867974,74,117,241056,0.000485364396654719
"SF2","Magbangon","2014",NA,NA,286,595200,0.000480510752688172
"SF3","Caridad Cemetery","2013",NA,NA,579,1205280,0.000480386300278773
"SF3","Sitio Lonas","2011",NA,NA,578,1205280,0.000479556617549449
"Sitio Tugas","Caridad Cemetery","2014",3.98589537085982,111,95,198400,0.00047883064516129
"Visca","Visca","2012",0,62,115,242048,0.000475112374405077
"Hicgop South","Cabatoan","2011",6.11477685668207,141,229,482112,0.000474993362538165
"SF4","Caridad Cemetery","2013",NA,NA,229,482112,0.000474993362538165
"Sitio Tugas","Sitio Tugas","2014",9.49352979660034e-05,62,94,198400,0.000473790322580645
"San Agustin","Cabatoan","2012",11.4243171337323,113,114,242048,0.000470980962453728
"Hicgop South","SF4","2013",NA,NA,227,482112,0.000470844948891544
"SF4","Hicgop South","2013",NA,NA,227,482112,0.000470844948891544
"SF6","Pangasugan","2013",NA,NA,113,241056,0.000468770742068233
"Visca","Tamakin Dacot","2013",10.1897266320616,51,113,241056,0.000468770742068233
"SF1","Elementary School","2014",NA,NA,369,793600,0.000464969758064516
"Cabatoan","Hicgop South","2013",6.11477685668207,194,112,241056,0.000464622328421612
"Poroc San Flower","SF5","2011",NA,NA,112,241056,0.000464622328421612
"SF6","Visca","2013",NA,NA,112,241056,0.000464622328421612
"Sitio Tugas","Magbangon","2012",7.22370627990875,134,112,242048,0.000462718138551031
"SF4","Caridad Cemetery","2011",NA,NA,222,482112,0.00046047391477499
"SF4","Caridad Proper","2013",NA,NA,222,482112,0.00046047391477499
"Sitio Tugas","Sitio Baybayon","2011",18.8737442004117,312,111,241056,0.00046047391477499
"Visca","Pangasugan","2011",NA,NA,111,241056,0.00046047391477499
"SF2","Poroc San Flower","2014",NA,NA,273,595200,0.00045866935483871
"Elementary School","Cabatoan","2013",7.74042122042586,125,110,241056,0.000456325501128369
"Magbangon","Sitio Lonas","2013",11.1296663262947,213,110,241056,0.000456325501128369
"Tamakin Dacot","Visca","2012",10.1897266320616,178,220,484096,0.000454455314648334
"SF5","Poroc San Flower","2013",NA,NA,1314,2892672,0.000454251294305058
"Sitio Tugas","Poroc Rose","2014",5.97906582562741,265,89,198400,0.000448588709677419
"Sitio Baybayon","San Agustin","2012",14.7598845132621,319,217,484096,0.000448258196721311
"SF2","Cabatoan","2013",NA,NA,324,723168,0.000448028673835125
"Visca","Haina","2013",11.500479636222,48,108,241056,0.000448028673835125
"Caridad Cemetery","Hicgop South","2014",3.09873007253886,208,88,198400,0.000443548387096774
"Hicgop South","Tamakin Dacot","2014",18.0502649349819,298,176,396800,0.000443548387096774
"Magbangon","Sitio Lonas","2014",11.1296663262947,213,88,198400,0.000443548387096774
"SF2","Sitio Tugas","2014",NA,NA,263,595200,0.000441868279569892
"Pangasugan","Visca","2011",NA,NA,106,241056,0.000439731846541882
"Caridad Proper","Caridad Cemetery","2014",0.763632138458259,118,87,198400,0.000438508064516129
"Poroc San Flower","Caridad Cemetery","2013",9.05786494633732,88,104,241056,0.000431435019248639
"Visca","Visca","2011",0,62,104,241056,0.000431435019248639
"SF5","SF1","2013",NA,NA,1242,2892672,0.000429360812425329
"SF1","Palanas","2012",NA,NA,415,968192,0.000428633989952406
"Hicgop South","Magbangon","2013",6.36236340664461,142,206,482112,0.000427286605602018
"SF1","Wangag","2014",NA,NA,337,793600,0.000424647177419355
"Elementary School","Caridad Cemetery","2011",4.77585415072936,98,102,241056,0.000423138191955396
"Poroc Rose","SF4","2013",NA,NA,102,241056,0.000423138191955396
"Poroc San Flower","SF4","2013",NA,NA,102,241056,0.000423138191955396
"Gabas","Sitio Baybayon","2012",10.3497099508259,37,102,242048,0.000421404019037546
"SF2","Sitio Lonas","2013",NA,NA,304,723168,0.000420372582857649
"Palanas","SF1","2011",NA,NA,101,241056,0.000418989778308775
"SF6","CAI","2013",NA,NA,101,241056,0.000418989778308775
"Cabatoan","Palanas","2014",2.66084320590822,139,83,198400,0.000418346774193548
"Wangag","Palanas","2011",0.540970717463239,155,100,241056,0.000414841364662153
"SF3","San Agustin","2012",NA,NA,500,1210240,0.000413141195134849
"Haina","SF3","2011",NA,NA,199,482112,0.000412767157838842
"Poroc Rose","Visca","2012",1.26450294037349,303,99,242048,0.000409009783183501
"Visca","SF4","2013",NA,NA,98,241056,0.00040654453736891
"Wangag","San Agustin","2013",13.5532790749203,218,98,241056,0.00040654453736891
"Sitio Baybayon","Elementary School","2013",18.0747093449379,65,195,482112,0.000404470330545599
"Magbangon","SF5","2013",NA,NA,96,241056,0.000398247710075667
"Magbangon","Elementary School","2014",7.98442483925902,206,79,198400,0.000398185483870968
"SF1","Poroc San Flower","2013",NA,NA,382,964224,0.000396173503252356
"SF1","Elementary School","2013",NA,NA,381,964224,0.000395136399840701
"Visca","SF6","2013",NA,NA,95,241056,0.000394099296429046
"Palanas","Cabatoan","2014",2.66084320590822,196,78,198400,0.000393145161290323
"Gabas","Caridad Proper","2012",12.3313979398098,71,95,242048,0.000392484135378107
"Wangag","Hicgop South","2012",8.24594483032354,197,95,242048,0.000392484135378107
"SF3","Elementary School","2013",NA,NA,473,1205280,0.000392439930970397
"SF5","Caridad Proper","2012",NA,NA,1138,2904576,0.000391795566719549
"SF5","Sitio Tugas","2014",NA,NA,931,2380800,0.00039104502688172
