comparison,time_scale,data_source,log_like,iteration
gen_annual_bio_annual,annual,simulation,-41551.4469408074,758
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14353.6965909088,758
gen_monsoonal_bio_total,monsoonal,simulation,-32577.1393245752,758
gen_total_bio_total,total_years,simulation_subsample,-11823.1594186081,758
gen_annual_bio_annual,annual,simulation_subsample,-5551.79480764538,758
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2016.08648996446,758
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8596.27397580745,758
gen_total_bio_total,total_years,simulation,-48714.6090409207,759
gen_annual_bio_annual,annual,simulation,-41102.8228729076,759
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13774.1811181437,759
gen_monsoonal_bio_total,monsoonal,simulation,-32976.8585121113,759
gen_total_bio_total,total_years,simulation_subsample,-8740.34193807248,759
gen_annual_bio_annual,annual,simulation_subsample,-4666.076733344,759
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1208.52253707085,759
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5864.32358268489,759
gen_total_bio_total,total_years,simulation,-49155.3666300501,760
gen_annual_bio_annual,annual,simulation,-42935.4161101622,760
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13233.4069718083,760
gen_monsoonal_bio_total,monsoonal,simulation,-32620.2497559366,760
gen_total_bio_total,total_years,simulation_subsample,-11432.3402320993,760
gen_annual_bio_annual,annual,simulation_subsample,-5788.58868335502,760
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1286.30249440768,760
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7821.66059628795,760
gen_total_bio_total,total_years,simulation,-47324.3776610975,761
gen_annual_bio_annual,annual,simulation,-41633.3300003882,761
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13161.4803366461,761
gen_monsoonal_bio_total,monsoonal,simulation,-32833.1018502398,761
gen_total_bio_total,total_years,simulation_subsample,-13610.8984508292,761
gen_annual_bio_annual,annual,simulation_subsample,-6490.7445773274,761
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1611.65353933873,761
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8875.90078814079,761
gen_total_bio_total,total_years,simulation,-43237.929190148,762
gen_annual_bio_annual,annual,simulation,-40324.8057058746,762
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13031.5033023264,762
gen_monsoonal_bio_total,monsoonal,simulation,-29343.2812771304,762
gen_total_bio_total,total_years,simulation_subsample,-9666.36432243268,762
gen_annual_bio_annual,annual,simulation_subsample,-5372.23938748722,762
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1647.03809747535,762
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6559.50966103205,762
gen_total_bio_total,total_years,simulation,-48260.7544131119,763
gen_annual_bio_annual,annual,simulation,-41560.548259805,763
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14193.4143001027,763
gen_monsoonal_bio_total,monsoonal,simulation,-33511.3700176634,763
gen_total_bio_total,total_years,simulation_subsample,-11222.5221000091,763
gen_annual_bio_annual,annual,simulation_subsample,-4575.81570582168,763
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2182.63591363389,763
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8320.68876161969,763
gen_total_bio_total,total_years,simulation,-53728.4738532573,764
gen_annual_bio_annual,annual,simulation,-44171.7454875706,764
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13471.4023919791,764
gen_monsoonal_bio_total,monsoonal,simulation,-35356.2666481588,764
gen_total_bio_total,total_years,simulation_subsample,-12498.3290788967,764
gen_annual_bio_annual,annual,simulation_subsample,-6706.14365447283,764
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1365.22153585396,764
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8356.56402700008,764
gen_total_bio_total,total_years,simulation,-49088.7950288309,765
gen_annual_bio_annual,annual,simulation,-42383.6089566378,765
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12151.2486181104,765
gen_monsoonal_bio_total,monsoonal,simulation,-31507.2510728034,765
gen_total_bio_total,total_years,simulation_subsample,-11076.0028008003,765
gen_annual_bio_annual,annual,simulation_subsample,-4780.30320500411,765
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-947.28252131194,765
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6968.61459740445,765
gen_total_bio_total,total_years,simulation,-50495.8310336567,766
gen_annual_bio_annual,annual,simulation,-43749.7092307455,766
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12573.7297802018,766
gen_monsoonal_bio_total,monsoonal,simulation,-33466.9294312237,766
gen_total_bio_total,total_years,simulation_subsample,-11517.8472304855,766
gen_annual_bio_annual,annual,simulation_subsample,-4935.79055307768,766
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1296.25435160728,766
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7540.0262533551,766
gen_total_bio_total,total_years,simulation,-47440.6601048675,767
gen_annual_bio_annual,annual,simulation,-41186.1803978324,767
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13165.949517408,767
gen_monsoonal_bio_total,monsoonal,simulation,-32324.2377547398,767
gen_total_bio_total,total_years,simulation_subsample,-13507.0380950724,767
gen_annual_bio_annual,annual,simulation_subsample,-6417.57657695614,767
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1985.51715418892,767
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9358.71674668259,767
gen_total_bio_total,total_years,simulation,-46985.0296655431,768
gen_annual_bio_annual,annual,simulation,-42063.6536241585,768
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13427.0261311075,768
gen_monsoonal_bio_total,monsoonal,simulation,-30945.2373997661,768
gen_total_bio_total,total_years,simulation_subsample,-9102.76585368776,768
gen_annual_bio_annual,annual,simulation_subsample,-4280.90100519622,768
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1024.86768043743,768
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5691.82239663336,768
gen_total_bio_total,total_years,simulation,-47654.4058587072,769
gen_annual_bio_annual,annual,simulation,-42063.0108712028,769
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11969.8013101865,769
gen_monsoonal_bio_total,monsoonal,simulation,-31197.7659367997,769
gen_total_bio_total,total_years,simulation_subsample,-11553.2676680479,769
gen_annual_bio_annual,annual,simulation_subsample,-5980.97743569559,769
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-921.921162437853,769
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7198.77485064137,769
gen_total_bio_total,total_years,simulation,-43931.6591766722,770
gen_annual_bio_annual,annual,simulation,-40663.6070362194,770
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13537.4689696508,770
gen_monsoonal_bio_total,monsoonal,simulation,-29183.0095147633,770
gen_total_bio_total,total_years,simulation_subsample,-11377.0246268551,770
gen_annual_bio_annual,annual,simulation_subsample,-6171.68522031556,770
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1748.6204734438,770
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7750.9054644456,770
gen_total_bio_total,total_years,simulation,-51523.3133235068,771
gen_annual_bio_annual,annual,simulation,-43328.2147358346,771
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14545.7729408174,771
gen_monsoonal_bio_total,monsoonal,simulation,-35888.8994017297,771
gen_total_bio_total,total_years,simulation_subsample,-9728.82862016092,771
gen_annual_bio_annual,annual,simulation_subsample,-5680.1325058053,771
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1129.10479526253,771
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6752.05772412529,771
gen_total_bio_total,total_years,simulation,-50758.7835829054,772
gen_annual_bio_annual,annual,simulation,-41143.093828905,772
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13098.5232174638,772
gen_monsoonal_bio_total,monsoonal,simulation,-33438.7130372052,772
gen_total_bio_total,total_years,simulation_subsample,-10379.2022630685,772
gen_annual_bio_annual,annual,simulation_subsample,-4396.08767668485,772
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-927.054221093166,772
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6876.4827100507,772
gen_total_bio_total,total_years,simulation,-49977.5296631859,773
gen_annual_bio_annual,annual,simulation,-41073.6423073929,773
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13267.0566832443,773
gen_monsoonal_bio_total,monsoonal,simulation,-33103.7359815936,773
gen_total_bio_total,total_years,simulation_subsample,-13498.810040385,773
gen_annual_bio_annual,annual,simulation_subsample,-6224.39602598809,773
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1542.39263704038,773
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8876.38932153648,773
gen_total_bio_total,total_years,simulation,-45138.0114409478,774
gen_annual_bio_annual,annual,simulation,-41082.0832299766,774
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13021.9172034358,774
gen_monsoonal_bio_total,monsoonal,simulation,-29579.0000025494,774
gen_total_bio_total,total_years,simulation_subsample,-8282.37529692019,774
gen_annual_bio_annual,annual,simulation_subsample,-5232.97934454168,774
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1630.24891448586,774
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5796.49564384072,774
gen_total_bio_total,total_years,simulation,-51260.4972560665,775
gen_annual_bio_annual,annual,simulation,-42246.2389525407,775
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14237.6492235908,775
gen_monsoonal_bio_total,monsoonal,simulation,-34096.196592918,775
gen_total_bio_total,total_years,simulation_subsample,-7330.03764376313,775
gen_annual_bio_annual,annual,simulation_subsample,-5397.19256215687,775
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1142.07234714483,775
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5266.53747666754,775
gen_total_bio_total,total_years,simulation,-48905.983616221,776
gen_annual_bio_annual,annual,simulation,-43072.7555067893,776
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13473.6695104899,776
gen_monsoonal_bio_total,monsoonal,simulation,-32429.1038338368,776
gen_total_bio_total,total_years,simulation_subsample,-12506.211804683,776
gen_annual_bio_annual,annual,simulation_subsample,-5428.8980528333,776
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1646.68487333395,776
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8265.71832129456,776
gen_total_bio_total,total_years,simulation,-48266.331418208,777
gen_annual_bio_annual,annual,simulation,-38584.7768218681,777
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13143.706714497,777
gen_monsoonal_bio_total,monsoonal,simulation,-32245.0056889663,777
gen_total_bio_total,total_years,simulation_subsample,-9039.72268757792,777
gen_annual_bio_annual,annual,simulation_subsample,-4731.39673686928,777
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1101.20810910643,777
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5632.7308173826,777
gen_total_bio_total,total_years,simulation,-49251.7364137715,778
gen_annual_bio_annual,annual,simulation,-37718.2351006599,778
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13084.9051669106,778
gen_monsoonal_bio_total,monsoonal,simulation,-32705.1720536337,778
gen_total_bio_total,total_years,simulation_subsample,-12412.0918270082,778
gen_annual_bio_annual,annual,simulation_subsample,-5200.24828157999,778
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1156.12389911082,778
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8331.7820763944,778
gen_total_bio_total,total_years,simulation,-46725.5705429223,779
gen_annual_bio_annual,annual,simulation,-44009.3351636791,779
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13314.2247958654,779
gen_monsoonal_bio_total,monsoonal,simulation,-32013.2767097662,779
gen_total_bio_total,total_years,simulation_subsample,-10899.5759073186,779
gen_annual_bio_annual,annual,simulation_subsample,-5467.2677577706,779
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1447.57481879509,779
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7469.09309569149,779
gen_total_bio_total,total_years,simulation,-45759.6900291997,780
gen_annual_bio_annual,annual,simulation,-41108.8334788722,780
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13226.5035345617,780
gen_monsoonal_bio_total,monsoonal,simulation,-30361.4319284182,780
gen_total_bio_total,total_years,simulation_subsample,-10122.290709909,780
gen_annual_bio_annual,annual,simulation_subsample,-6096.11312843306,780
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1703.38036791423,780
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6523.55970243672,780
gen_total_bio_total,total_years,simulation,-49696.6618439765,781
gen_annual_bio_annual,annual,simulation,-42846.486109026,781
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13367.6607773281,781
gen_monsoonal_bio_total,monsoonal,simulation,-32147.8802762696,781
gen_total_bio_total,total_years,simulation_subsample,-9647.03156021277,781
gen_annual_bio_annual,annual,simulation_subsample,-5142.41672504721,781
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1072.06416455426,781
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6302.24867263916,781
gen_total_bio_total,total_years,simulation,-45651.2839139333,782
gen_annual_bio_annual,annual,simulation,-39290.7103202364,782
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11997.179867715,782
gen_monsoonal_bio_total,monsoonal,simulation,-29039.3218023483,782
gen_total_bio_total,total_years,simulation_subsample,-11566.1058085774,782
gen_annual_bio_annual,annual,simulation_subsample,-5384.53012538051,782
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1326.44222156038,782
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7013.22379489116,782
gen_total_bio_total,total_years,simulation,-50253.9248098986,783
gen_annual_bio_annual,annual,simulation,-41506.1768220414,783
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14177.0323055199,783
gen_monsoonal_bio_total,monsoonal,simulation,-33215.4578063307,783
gen_total_bio_total,total_years,simulation_subsample,-12456.269927221,783
gen_annual_bio_annual,annual,simulation_subsample,-7046.28494277134,783
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1883.35737082592,783
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8627.0706369494,783
gen_total_bio_total,total_years,simulation,-48200.4648927947,784
gen_annual_bio_annual,annual,simulation,-38640.297532845,784
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12824.7828122205,784
gen_monsoonal_bio_total,monsoonal,simulation,-32623.4952397051,784
gen_total_bio_total,total_years,simulation_subsample,-10686.4222577092,784
gen_annual_bio_annual,annual,simulation_subsample,-6176.91035112515,784
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1671.57568496931,784
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7075.59116080262,784
gen_total_bio_total,total_years,simulation,-46734.3965003228,785
gen_annual_bio_annual,annual,simulation,-41026.2975381535,785
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12790.8884484218,785
gen_monsoonal_bio_total,monsoonal,simulation,-29521.1131374651,785
gen_total_bio_total,total_years,simulation_subsample,-10540.3951204794,785
gen_annual_bio_annual,annual,simulation_subsample,-5425.81369498673,785
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1121.45353946368,785
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6524.27028439422,785
gen_total_bio_total,total_years,simulation,-42537.7229403428,786
gen_annual_bio_annual,annual,simulation,-39175.8003971814,786
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11788.7605774466,786
gen_monsoonal_bio_total,monsoonal,simulation,-27969.6793925263,786
gen_total_bio_total,total_years,simulation_subsample,-10655.3883094767,786
gen_annual_bio_annual,annual,simulation_subsample,-5566.68575863917,786
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1629.95909101477,786
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7230.18775046662,786
gen_total_bio_total,total_years,simulation,-49113.6852433131,787
gen_annual_bio_annual,annual,simulation,-38431.7488653805,787
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12393.7912009837,787
gen_monsoonal_bio_total,monsoonal,simulation,-31831.078027184,787
gen_total_bio_total,total_years,simulation_subsample,-11081.8379895632,787
gen_annual_bio_annual,annual,simulation_subsample,-4748.54093281521,787
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1736.81557916571,787
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7503.40582990433,787
gen_total_bio_total,total_years,simulation,-48102.9025705452,788
gen_annual_bio_annual,annual,simulation,-38861.7111593109,788
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12915.3934965346,788
gen_monsoonal_bio_total,monsoonal,simulation,-31580.3274938382,788
gen_total_bio_total,total_years,simulation_subsample,-9633.92684710922,788
gen_annual_bio_annual,annual,simulation_subsample,-4509.22115970111,788
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1589.76777779349,788
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6714.61690524443,788
gen_total_bio_total,total_years,simulation,-45788.0623548384,789
gen_annual_bio_annual,annual,simulation,-40723.4399056141,789
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12543.8365840721,789
gen_monsoonal_bio_total,monsoonal,simulation,-29366.4548283879,789
gen_total_bio_total,total_years,simulation_subsample,-10582.7984266711,789
gen_annual_bio_annual,annual,simulation_subsample,-4504.51065353365,789
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1536.92524802775,789
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7251.83180321828,789
gen_total_bio_total,total_years,simulation,-46111.0572682995,790
gen_annual_bio_annual,annual,simulation,-39939.5275040978,790
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12888.5653938393,790
gen_monsoonal_bio_total,monsoonal,simulation,-31285.9973218276,790
gen_total_bio_total,total_years,simulation_subsample,-10092.3069488625,790
gen_annual_bio_annual,annual,simulation_subsample,-5524.22873389808,790
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1623.43977728004,790
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7208.43601720568,790
gen_total_bio_total,total_years,simulation,-51974.5802554965,791
gen_annual_bio_annual,annual,simulation,-41258.8954521994,791
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14369.5602335505,791
gen_monsoonal_bio_total,monsoonal,simulation,-35406.652269065,791
gen_total_bio_total,total_years,simulation_subsample,-12420.9566822634,791
gen_annual_bio_annual,annual,simulation_subsample,-6118.91994586935,791
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1361.04848043067,791
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8359.5164370171,791
gen_total_bio_total,total_years,simulation,-47803.8233349992,792
gen_annual_bio_annual,annual,simulation,-42191.2348721853,792
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13414.925860764,792
gen_monsoonal_bio_total,monsoonal,simulation,-32468.2111955387,792
gen_total_bio_total,total_years,simulation_subsample,-6819.4117878656,792
gen_annual_bio_annual,annual,simulation_subsample,-3705.01394359531,792
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-457.793252330606,792
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-4716.9159658415,792
gen_total_bio_total,total_years,simulation,-55901.6847689714,793
gen_annual_bio_annual,annual,simulation,-42981.0667220519,793
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-15284.6282103903,793
gen_monsoonal_bio_total,monsoonal,simulation,-36932.0006291384,793
gen_total_bio_total,total_years,simulation_subsample,-15193.3432990774,793
gen_annual_bio_annual,annual,simulation_subsample,-6922.16449299771,793
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1934.30126725253,793
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9527.22636363996,793
gen_total_bio_total,total_years,simulation,-43727.3409332377,794
gen_annual_bio_annual,annual,simulation,-39385.6610332948,794
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12182.7248943478,794
gen_monsoonal_bio_total,monsoonal,simulation,-28066.8732244079,794
gen_total_bio_total,total_years,simulation_subsample,-11850.8310030103,794
gen_annual_bio_annual,annual,simulation_subsample,-6083.20371145054,794
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1481.99307673261,794
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7590.87756757731,794
gen_total_bio_total,total_years,simulation,-52348.8575207835,795
gen_annual_bio_annual,annual,simulation,-44134.1913045356,795
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13744.5509711298,795
gen_monsoonal_bio_total,monsoonal,simulation,-34756.8259250948,795
gen_total_bio_total,total_years,simulation_subsample,-12139.4343682031,795
gen_annual_bio_annual,annual,simulation_subsample,-5779.82178504816,795
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2252.21517827362,795
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8273.25743840131,795
gen_total_bio_total,total_years,simulation,-45271.2866960375,796
gen_annual_bio_annual,annual,simulation,-41276.657553034,796
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11917.0404551409,796
gen_monsoonal_bio_total,monsoonal,simulation,-30164.2067609597,796
gen_total_bio_total,total_years,simulation_subsample,-11515.5231566736,796
gen_annual_bio_annual,annual,simulation_subsample,-6279.53784552475,796
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1792.45426113649,796
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8163.63023965382,796
gen_total_bio_total,total_years,simulation,-50394.6200142336,797
gen_annual_bio_annual,annual,simulation,-41595.1540486174,797
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13852.3331799602,797
gen_monsoonal_bio_total,monsoonal,simulation,-32402.4774686251,797
gen_total_bio_total,total_years,simulation_subsample,-11804.2574120881,797
gen_annual_bio_annual,annual,simulation_subsample,-5800.4437533005,797
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1566.50843857697,797
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7520.37691310234,797
gen_total_bio_total,total_years,simulation,-49455.5170406188,798
gen_annual_bio_annual,annual,simulation,-40747.1471312492,798
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14943.5767541893,798
gen_monsoonal_bio_total,monsoonal,simulation,-33998.9794523965,798
gen_total_bio_total,total_years,simulation_subsample,-7771.3243512355,798
gen_annual_bio_annual,annual,simulation_subsample,-4073.14118464418,798
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1001.93085729139,798
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5316.96589120194,798
gen_total_bio_total,total_years,simulation,-48249.4946352905,799
gen_annual_bio_annual,annual,simulation,-41515.3404127565,799
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13932.9387961385,799
gen_monsoonal_bio_total,monsoonal,simulation,-33536.8130403023,799
gen_total_bio_total,total_years,simulation_subsample,-13439.6709446129,799
gen_annual_bio_annual,annual,simulation_subsample,-5394.74126521813,799
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1834.85074011628,799
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9402.91980920404,799
gen_total_bio_total,total_years,simulation,-47711.2965721087,800
gen_annual_bio_annual,annual,simulation,-39683.3318275938,800
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-15982.5836437581,800
gen_monsoonal_bio_total,monsoonal,simulation,-32568.6636970882,800
gen_total_bio_total,total_years,simulation_subsample,-10401.2103764597,800
gen_annual_bio_annual,annual,simulation_subsample,-5854.83277204246,800
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1412.81736300203,800
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6902.84178284423,800
gen_total_bio_total,total_years,simulation,-51887.9478713931,801
gen_annual_bio_annual,annual,simulation,-41586.4048872,801
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14753.3841123753,801
gen_monsoonal_bio_total,monsoonal,simulation,-36465.9899937319,801
gen_total_bio_total,total_years,simulation_subsample,-8704.3446107476,801
gen_annual_bio_annual,annual,simulation_subsample,-3730.64358941758,801
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1086.37223594373,801
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6109.60192872969,801
gen_total_bio_total,total_years,simulation,-45159.7909887545,802
gen_annual_bio_annual,annual,simulation,-40352.6446669578,802
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12147.4476327912,802
gen_monsoonal_bio_total,monsoonal,simulation,-28503.7255223179,802
gen_total_bio_total,total_years,simulation_subsample,-8901.92579886419,802
gen_annual_bio_annual,annual,simulation_subsample,-4359.8826995662,802
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-953.554402549305,802
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5619.8280466479,802
gen_total_bio_total,total_years,simulation,-50033.9202577378,803
gen_annual_bio_annual,annual,simulation,-43800.0915864596,803
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14301.0514929042,803
gen_monsoonal_bio_total,monsoonal,simulation,-32787.5068782443,803
gen_total_bio_total,total_years,simulation_subsample,-10110.9877331361,803
gen_annual_bio_annual,annual,simulation_subsample,-4304.64195584052,803
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1215.34420067221,803
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6891.29068495538,803
gen_total_bio_total,total_years,simulation,-44955.0522526134,804
gen_annual_bio_annual,annual,simulation,-39438.4738596305,804
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11008.1787800828,804
gen_monsoonal_bio_total,monsoonal,simulation,-30224.5338532766,804
gen_total_bio_total,total_years,simulation_subsample,-11941.4731288183,804
gen_annual_bio_annual,annual,simulation_subsample,-5466.95741086729,804
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-976.978940040459,804
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8125.2664349395,804
gen_total_bio_total,total_years,simulation,-48276.8822561189,805
gen_annual_bio_annual,annual,simulation,-42814.8461467223,805
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13604.2909079066,805
gen_monsoonal_bio_total,monsoonal,simulation,-32632.5647708466,805
gen_total_bio_total,total_years,simulation_subsample,-9473.75267125828,805
gen_annual_bio_annual,annual,simulation_subsample,-5567.57354710914,805
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1392.72052272764,805
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6577.81843733403,805
gen_total_bio_total,total_years,simulation,-46987.4851154483,806
gen_annual_bio_annual,annual,simulation,-41257.6832237457,806
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12249.7173586203,806
gen_monsoonal_bio_total,monsoonal,simulation,-29669.6585133059,806
gen_total_bio_total,total_years,simulation_subsample,-13594.2298677777,806
gen_annual_bio_annual,annual,simulation_subsample,-6681.05460096331,806
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1910.18679752132,806
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8493.24996257014,806
gen_total_bio_total,total_years,simulation,-46431.7553973447,807
gen_annual_bio_annual,annual,simulation,-41435.3714813392,807
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13551.2285776214,807
