comparison,time_scale,log_like,iteration
gen_monsoonal_bio_monsoonal,total_monsoons,-25081.9851720766,119
gen_annual_bio_annual,annual,-30333.9586421654,119
gen_total_bio_total,total_years,-36624.9006941678,119
gen_monsoonal_bio_total,monsoonal,-17009.4535697886,120
gen_annual_bio_annual,annual,-27880.2442045292,120
gen_monsoonal_bio_monsoonal,total_monsoons,-28161.2754584984,120
gen_total_bio_total,total_years,-39130.4108764267,120
gen_monsoonal_bio_total,monsoonal,-11547.9470343944,121
gen_monsoonal_bio_monsoonal,total_monsoons,-21401.2334605739,121
gen_annual_bio_annual,annual,-27841.7786528694,121
gen_total_bio_total,total_years,-39282.1135527663,121
gen_monsoonal_bio_total,monsoonal,-12605.5001617044,122
gen_monsoonal_bio_monsoonal,total_monsoons,-22901.3281516788,122
gen_annual_bio_annual,annual,-26120.7276188502,122
gen_total_bio_total,total_years,-28791.2678728077,122
gen_monsoonal_bio_total,monsoonal,-13154.0146548838,123
gen_monsoonal_bio_monsoonal,total_monsoons,-22344.1835809395,123
gen_annual_bio_annual,annual,-27920.5221112085,123
gen_total_bio_total,total_years,-40215.4210731263,123
gen_monsoonal_bio_total,monsoonal,-12893.3458726063,124
gen_monsoonal_bio_monsoonal,total_monsoons,-22566.4032242671,124
gen_annual_bio_annual,annual,-28413.7777447649,124
gen_total_bio_total,total_years,-37996.0092888174,124
gen_monsoonal_bio_total,monsoonal,-13798.6370475209,125
gen_monsoonal_bio_monsoonal,total_monsoons,-24645.1896579979,125
gen_annual_bio_annual,annual,-26540.0268375811,125
gen_total_bio_total,total_years,-40258.4465762882,125
gen_monsoonal_bio_total,monsoonal,-17417.5723763237,126
gen_annual_bio_annual,annual,-26176.311214282,126
gen_monsoonal_bio_monsoonal,total_monsoons,-28486.1288167061,126
gen_total_bio_total,total_years,-41909.2041894862,126
gen_monsoonal_bio_total,monsoonal,-15861.7599750907,127
gen_total_bio_total,total_years,-27483.8199579272,127
gen_monsoonal_bio_monsoonal,total_monsoons,-27976.2294605334,127
gen_annual_bio_annual,annual,-29442.5956542423,127
gen_monsoonal_bio_total,monsoonal,-14886.8476262474,128
gen_monsoonal_bio_monsoonal,total_monsoons,-25743.6700139717,128
gen_annual_bio_annual,annual,-27032.3571503855,128
gen_total_bio_total,total_years,-41205.1443556083,128
gen_monsoonal_bio_total,monsoonal,-14601.8130669714,129
gen_monsoonal_bio_monsoonal,total_monsoons,-25375.6049550368,129
gen_annual_bio_annual,annual,-28423.599328029,129
gen_total_bio_total,total_years,-39585.7984427978,129
gen_monsoonal_bio_total,monsoonal,-12172.1156867637,130
gen_monsoonal_bio_monsoonal,total_monsoons,-21526.7869586387,130
gen_annual_bio_annual,annual,-27134.4548110966,130
gen_total_bio_total,total_years,-40111.2489398987,130
gen_monsoonal_bio_total,monsoonal,-14393.6429045718,131
gen_monsoonal_bio_monsoonal,total_monsoons,-25149.6171101,131
gen_annual_bio_annual,annual,-28765.3110805954,131
gen_total_bio_total,total_years,-39334.1198115619,131
gen_monsoonal_bio_total,monsoonal,-16331.0895436996,132
gen_monsoonal_bio_monsoonal,total_monsoons,-27286.1468190565,132
gen_annual_bio_annual,annual,-34337.892080568,132
gen_total_bio_total,total_years,-40205.5858270896,132
gen_monsoonal_bio_total,monsoonal,-16440.0796694095,133
gen_monsoonal_bio_monsoonal,total_monsoons,-27037.3989769628,133
gen_annual_bio_annual,annual,-28084.5185914621,133
gen_total_bio_total,total_years,-37555.157481649,133
gen_monsoonal_bio_total,monsoonal,-12438.4266402208,134
gen_monsoonal_bio_monsoonal,total_monsoons,-23806.0954819169,134
gen_annual_bio_annual,annual,-27290.0423606092,134
gen_total_bio_total,total_years,-39073.4417058629,134
gen_monsoonal_bio_total,monsoonal,-14191.0004770361,135
gen_monsoonal_bio_monsoonal,total_monsoons,-25718.7268807991,135
gen_total_bio_total,total_years,-28422.8139801268,135
gen_annual_bio_annual,annual,-33141.486213585,135
gen_monsoonal_bio_total,monsoonal,-14229.655201102,136
gen_annual_bio_annual,annual,-24108.0171650145,136
gen_monsoonal_bio_monsoonal,total_monsoons,-25245.5403968208,136
gen_total_bio_total,total_years,-27721.3980880195,136
gen_monsoonal_bio_total,monsoonal,-13507.7100434076,137
gen_monsoonal_bio_monsoonal,total_monsoons,-23004.4336926348,137
gen_annual_bio_annual,annual,-26128.7252039678,137
gen_total_bio_total,total_years,-28167.5163892553,137
gen_monsoonal_bio_total,monsoonal,-12951.4583778595,138
gen_monsoonal_bio_monsoonal,total_monsoons,-23179.3095667177,138
gen_annual_bio_annual,annual,-25840.958606366,138
gen_total_bio_total,total_years,-37078.7394747575,138
gen_monsoonal_bio_total,monsoonal,-12122.6911116223,139
gen_monsoonal_bio_monsoonal,total_monsoons,-22505.2095645856,139
gen_annual_bio_annual,annual,-26896.9402959221,139
gen_total_bio_total,total_years,-29240.7595078251,139
gen_monsoonal_bio_total,monsoonal,-12690.488473194,140
gen_monsoonal_bio_monsoonal,total_monsoons,-23437.7810565218,140
gen_total_bio_total,total_years,-27161.978117823,140
gen_annual_bio_annual,annual,-28585.0493224487,140
gen_monsoonal_bio_total,monsoonal,-14228.6010763729,141
gen_monsoonal_bio_monsoonal,total_monsoons,-22943.818769628,141
gen_annual_bio_annual,annual,-27006.353405998,141
gen_total_bio_total,total_years,-28630.1047856568,141
gen_monsoonal_bio_total,monsoonal,-14440.9437746445,142
gen_monsoonal_bio_monsoonal,total_monsoons,-23986.7753005858,142
gen_annual_bio_annual,annual,-31660.8829193588,142
gen_total_bio_total,total_years,-34233.3040180302,142
gen_monsoonal_bio_total,monsoonal,-13446.1001225847,143
gen_monsoonal_bio_monsoonal,total_monsoons,-24187.0462917139,143
gen_annual_bio_annual,annual,-29103.3008191109,143
gen_total_bio_total,total_years,-31713.9654262963,143
gen_monsoonal_bio_total,monsoonal,-14309.0257620214,144
gen_monsoonal_bio_monsoonal,total_monsoons,-23744.3234961311,144
gen_annual_bio_annual,annual,-26696.7939256295,144
gen_total_bio_total,total_years,-39276.655660807,144
gen_monsoonal_bio_total,monsoonal,-14662.946954802,145
gen_monsoonal_bio_monsoonal,total_monsoons,-24916.3171399078,145
gen_total_bio_total,total_years,-27144.2843528323,145
gen_annual_bio_annual,annual,-29248.4976075067,145
gen_monsoonal_bio_total,monsoonal,-14533.308728411,146
gen_monsoonal_bio_monsoonal,total_monsoons,-24927.8125312274,146
gen_annual_bio_annual,annual,-25903.3906997286,146
gen_total_bio_total,total_years,-38460.9142776663,146
gen_monsoonal_bio_total,monsoonal,-14076.7002272666,147
gen_monsoonal_bio_monsoonal,total_monsoons,-26496.3205188464,147
gen_annual_bio_annual,annual,-30012.7287656599,147
gen_total_bio_total,total_years,-39410.2239690461,147
gen_monsoonal_bio_total,monsoonal,-16664.2098907912,148
gen_annual_bio_annual,annual,-27892.1017061641,148
gen_total_bio_total,total_years,-27965.9428634095,148
gen_monsoonal_bio_monsoonal,total_monsoons,-28143.6843044496,148
gen_monsoonal_bio_total,monsoonal,-13170.6476287068,149
gen_monsoonal_bio_monsoonal,total_monsoons,-22549.5322516128,149
gen_annual_bio_annual,annual,-27886.0131927794,149
gen_total_bio_total,total_years,-36682.888601475,149
gen_monsoonal_bio_total,monsoonal,-14202.6366105727,150
gen_monsoonal_bio_monsoonal,total_monsoons,-24861.0857740314,150
gen_total_bio_total,total_years,-26735.6529561824,150
gen_annual_bio_annual,annual,-29783.3272680842,150
gen_monsoonal_bio_total,monsoonal,-12033.4582378522,151
gen_monsoonal_bio_monsoonal,total_monsoons,-21916.0367985958,151
gen_total_bio_total,total_years,-27967.653117383,151
gen_annual_bio_annual,annual,-28893.8030969105,151
gen_monsoonal_bio_total,monsoonal,-15267.1007600398,152
gen_monsoonal_bio_monsoonal,total_monsoons,-25690.6141049618,152
gen_total_bio_total,total_years,-26805.6889458598,152
gen_annual_bio_annual,annual,-28482.8172196768,152
gen_monsoonal_bio_total,monsoonal,-16273.2694896474,153
gen_monsoonal_bio_monsoonal,total_monsoons,-26720.2422870438,153
gen_annual_bio_annual,annual,-27912.7300964825,153
gen_total_bio_total,total_years,-38633.6799030086,153
gen_monsoonal_bio_total,monsoonal,-13109.0164458243,154
gen_monsoonal_bio_monsoonal,total_monsoons,-23833.2976595823,154
gen_annual_bio_annual,annual,-32400.1472157733,154
gen_total_bio_total,total_years,-39754.9695311552,154
gen_monsoonal_bio_total,monsoonal,-14713.2212573752,155
gen_monsoonal_bio_monsoonal,total_monsoons,-25235.6138664647,155
gen_total_bio_total,total_years,-27261.6337834064,155
gen_annual_bio_annual,annual,-28121.1327881499,155
gen_monsoonal_bio_total,monsoonal,-13173.5820657259,156
gen_monsoonal_bio_monsoonal,total_monsoons,-23655.0397379094,156
gen_annual_bio_annual,annual,-29609.0416594678,156
gen_total_bio_total,total_years,-37875.1420991617,156
gen_monsoonal_bio_total,monsoonal,-13097.8744365566,157
gen_monsoonal_bio_monsoonal,total_monsoons,-23996.346969534,157
gen_annual_bio_annual,annual,-28439.637481036,157
gen_total_bio_total,total_years,-38889.8112980708,157
gen_monsoonal_bio_total,monsoonal,-12495.4746170135,158
gen_monsoonal_bio_monsoonal,total_monsoons,-22999.7423572953,158
gen_total_bio_total,total_years,-27467.6567309472,158
gen_annual_bio_annual,annual,-31614.3600943681,158
gen_monsoonal_bio_total,monsoonal,-12868.9796238452,159
gen_monsoonal_bio_monsoonal,total_monsoons,-23909.3076810125,159
gen_annual_bio_annual,annual,-25035.1604303247,159
gen_total_bio_total,total_years,-39486.8154830125,159
gen_monsoonal_bio_total,monsoonal,-15518.1700529217,160
gen_annual_bio_annual,annual,-27899.4681326658,160
gen_monsoonal_bio_monsoonal,total_monsoons,-28030.8940508455,160
gen_total_bio_total,total_years,-28347.0666668015,160
gen_monsoonal_bio_total,monsoonal,-16422.1026125703,161
gen_monsoonal_bio_monsoonal,total_monsoons,-27333.2554564483,161
gen_total_bio_total,total_years,-29370.1095788315,161
gen_annual_bio_annual,annual,-30964.0137627079,161
gen_monsoonal_bio_total,monsoonal,-11431.5023046202,162
gen_monsoonal_bio_monsoonal,total_monsoons,-21115.0403942156,162
gen_annual_bio_annual,annual,-25781.6110411524,162
gen_total_bio_total,total_years,-26442.100299753,162
gen_monsoonal_bio_total,monsoonal,-11895.2769533369,163
gen_monsoonal_bio_monsoonal,total_monsoons,-22024.3865546857,163
gen_annual_bio_annual,annual,-28297.6506712215,163
gen_total_bio_total,total_years,-29003.6317134507,163
gen_monsoonal_bio_total,monsoonal,-12749.8341551725,164
gen_monsoonal_bio_monsoonal,total_monsoons,-23709.9621314139,164
gen_annual_bio_annual,annual,-28136.2896645747,164
gen_total_bio_total,total_years,-30086.0422401646,164
gen_monsoonal_bio_total,monsoonal,-12956.089171021,165
gen_monsoonal_bio_monsoonal,total_monsoons,-23708.1511605463,165
gen_total_bio_total,total_years,-27514.9249321201,165
gen_annual_bio_annual,annual,-28510.8028911468,165
gen_monsoonal_bio_total,monsoonal,-14349.5712985018,166
gen_monsoonal_bio_monsoonal,total_monsoons,-24805.2042607885,166
gen_total_bio_total,total_years,-29770.049147666,166
gen_annual_bio_annual,annual,-31478.0669874469,166
gen_monsoonal_bio_total,monsoonal,-14957.18204762,167
gen_monsoonal_bio_monsoonal,total_monsoons,-26049.7222867224,167
gen_annual_bio_annual,annual,-28475.3482124017,167
gen_total_bio_total,total_years,-37655.8965132889,167
gen_monsoonal_bio_total,monsoonal,-12799.3771250958,168
gen_monsoonal_bio_monsoonal,total_monsoons,-22339.0409201623,168
gen_annual_bio_annual,annual,-27229.3209282183,168
gen_total_bio_total,total_years,-39192.4271553766,168
gen_monsoonal_bio_total,monsoonal,-15151.0938624031,169
gen_monsoonal_bio_monsoonal,total_monsoons,-25563.2704578109,169
gen_total_bio_total,total_years,-26002.8544023346,169
gen_annual_bio_annual,annual,-26441.452292678,169
gen_monsoonal_bio_total,monsoonal,-15145.2677999644,170
gen_monsoonal_bio_monsoonal,total_monsoons,-25791.8381450972,170
gen_annual_bio_annual,annual,-26991.2640375573,170
gen_total_bio_total,total_years,-39192.3581143294,170
gen_monsoonal_bio_total,monsoonal,-13272.3218374924,171
gen_monsoonal_bio_monsoonal,total_monsoons,-23391.5928326677,171
gen_annual_bio_annual,annual,-27167.6597816669,171
gen_total_bio_total,total_years,-39373.3000956628,171
gen_monsoonal_bio_total,monsoonal,-13322.1558184238,172
gen_monsoonal_bio_monsoonal,total_monsoons,-22736.0202121019,172
gen_annual_bio_annual,annual,-26109.2083454568,172
gen_total_bio_total,total_years,-38639.1957161487,172
gen_monsoonal_bio_total,monsoonal,-14547.0163454331,173
gen_monsoonal_bio_monsoonal,total_monsoons,-27558.7896553816,173
gen_annual_bio_annual,annual,-27954.6307789845,173
gen_total_bio_total,total_years,-38237.3788871373,173
gen_monsoonal_bio_total,monsoonal,-14206.6228543324,174
gen_monsoonal_bio_monsoonal,total_monsoons,-25094.5569189339,174
gen_total_bio_total,total_years,-27253.8362755725,174
gen_annual_bio_annual,annual,-30171.6936932484,174
gen_monsoonal_bio_total,monsoonal,-18805.4763517995,175
gen_total_bio_total,total_years,-29229.5141854054,175
gen_monsoonal_bio_monsoonal,total_monsoons,-29674.543295875,175
gen_annual_bio_annual,annual,-30033.5221592408,175
gen_monsoonal_bio_total,monsoonal,-16149.622451411,176
gen_monsoonal_bio_monsoonal,total_monsoons,-26396.2047559782,176
gen_annual_bio_annual,annual,-27801.0006250342,176
gen_total_bio_total,total_years,-39973.2750935726,176
gen_monsoonal_bio_total,monsoonal,-14850.1329142204,177
gen_monsoonal_bio_monsoonal,total_monsoons,-24285.3040345338,177
gen_annual_bio_annual,annual,-26879.1810032575,177
gen_total_bio_total,total_years,-37574.4452542763,177
gen_monsoonal_bio_total,monsoonal,-15757.4878266948,178
gen_monsoonal_bio_monsoonal,total_monsoons,-26217.2290669746,178
gen_total_bio_total,total_years,-27999.3370123634,178
gen_annual_bio_annual,annual,-31377.2421982209,178
gen_monsoonal_bio_total,monsoonal,-13887.6973442017,179
gen_monsoonal_bio_monsoonal,total_monsoons,-25121.4396505261,179
gen_annual_bio_annual,annual,-30409.9895139796,179
gen_total_bio_total,total_years,-38886.6360008508,179
gen_monsoonal_bio_total,monsoonal,-13775.7851889708,180
gen_monsoonal_bio_monsoonal,total_monsoons,-23371.9381920708,180
gen_annual_bio_annual,annual,-29105.6200604207,180
gen_total_bio_total,total_years,-39122.5249157233,180
gen_monsoonal_bio_total,monsoonal,-14221.4387691913,181
gen_monsoonal_bio_monsoonal,total_monsoons,-25138.1671363833,181
gen_annual_bio_annual,annual,-28040.9489560738,181
gen_total_bio_total,total_years,-29770.6603572295,181
gen_monsoonal_bio_total,monsoonal,-14426.4555252541,182
gen_monsoonal_bio_monsoonal,total_monsoons,-24849.8529805845,182
gen_total_bio_total,total_years,-29204.4274317142,182
gen_annual_bio_annual,annual,-34706.4630864373,182
gen_monsoonal_bio_total,monsoonal,-12710.8775156167,183
gen_monsoonal_bio_monsoonal,total_monsoons,-22323.8476625448,183
gen_annual_bio_annual,annual,-32340.1467184446,183
gen_total_bio_total,total_years,-39256.8210361785,183
gen_monsoonal_bio_total,monsoonal,-16926.3958968934,184
gen_monsoonal_bio_monsoonal,total_monsoons,-28010.9990569918,184
gen_total_bio_total,total_years,-28745.53462205,184
gen_annual_bio_annual,annual,-29476.9862657027,184
gen_monsoonal_bio_total,monsoonal,-12807.2043082953,185
gen_monsoonal_bio_monsoonal,total_monsoons,-23056.4896148096,185
gen_annual_bio_annual,annual,-24502.5571318701,185
gen_total_bio_total,total_years,-37977.8706509511,185
gen_monsoonal_bio_total,monsoonal,-17675.2579486646,186
gen_annual_bio_annual,annual,-27634.5945543527,186
gen_monsoonal_bio_monsoonal,total_monsoons,-29225.0180432767,186
gen_total_bio_total,total_years,-29422.7509170594,186
gen_monsoonal_bio_total,monsoonal,-16564.7098199588,187
gen_annual_bio_annual,annual,-27527.6586920604,187
gen_monsoonal_bio_monsoonal,total_monsoons,-28466.6581589681,187
gen_total_bio_total,total_years,-37789.0469383864,187
gen_monsoonal_bio_total,monsoonal,-14462.1643610911,188
gen_monsoonal_bio_monsoonal,total_monsoons,-24898.2778576481,188
gen_annual_bio_annual,annual,-25311.1105143742,188
gen_total_bio_total,total_years,-31347.37427479,188
gen_monsoonal_bio_total,monsoonal,-15404.4815324244,189
gen_total_bio_total,total_years,-27189.0074750689,189
gen_monsoonal_bio_monsoonal,total_monsoons,-27567.6790044279,189
gen_annual_bio_annual,annual,-29462.7281027641,189
gen_monsoonal_bio_total,monsoonal,-12945.932052028,190
gen_monsoonal_bio_monsoonal,total_monsoons,-23497.1186859675,190
gen_annual_bio_annual,annual,-27362.8190620119,190
gen_total_bio_total,total_years,-39132.0219998341,190
gen_monsoonal_bio_total,monsoonal,-14335.1102373071,191
gen_monsoonal_bio_monsoonal,total_monsoons,-24538.8347737044,191
gen_annual_bio_annual,annual,-26112.9632300084,191
gen_total_bio_total,total_years,-28580.3228321266,191
gen_monsoonal_bio_total,monsoonal,-12936.8187588679,192
gen_monsoonal_bio_monsoonal,total_monsoons,-23298.792657872,192
gen_total_bio_total,total_years,-27253.5737808482,192
gen_annual_bio_annual,annual,-32941.7950711549,192
gen_monsoonal_bio_total,monsoonal,-12958.4546988446,193
gen_monsoonal_bio_monsoonal,total_monsoons,-23621.8646623115,193
gen_total_bio_total,total_years,-25257.3317440718,193
gen_annual_bio_annual,annual,-29752.8436238923,193
gen_monsoonal_bio_total,monsoonal,-12131.7471429014,194
gen_monsoonal_bio_monsoonal,total_monsoons,-21323.0420267487,194
gen_total_bio_total,total_years,-26125.5013916909,194
gen_annual_bio_annual,annual,-27408.0650372947,194
gen_monsoonal_bio_total,monsoonal,-14214.5528060701,195
gen_monsoonal_bio_monsoonal,total_monsoons,-25881.9450476757,195
gen_annual_bio_annual,annual,-30262.0031365216,195
gen_total_bio_total,total_years,-38946.1098619224,195
gen_monsoonal_bio_total,monsoonal,-13326.4751480567,196
gen_monsoonal_bio_monsoonal,total_monsoons,-25066.496870487,196
gen_annual_bio_annual,annual,-26065.3885956582,196
gen_total_bio_total,total_years,-39533.8445649857,196
gen_monsoonal_bio_total,monsoonal,-14989.0833827101,197
gen_total_bio_total,total_years,-26232.3571354296,197
gen_monsoonal_bio_monsoonal,total_monsoons,-26655.1345207395,197
gen_annual_bio_annual,annual,-28184.2543753284,197
gen_monsoonal_bio_total,monsoonal,-14460.8314291217,198
gen_monsoonal_bio_monsoonal,total_monsoons,-24853.7191416768,198
gen_total_bio_total,total_years,-28332.8439983009,198
gen_annual_bio_annual,annual,-30727.6364331121,198
gen_monsoonal_bio_total,monsoonal,-13768.7563277148,199
gen_monsoonal_bio_monsoonal,total_monsoons,-24626.6909905253,199
gen_annual_bio_annual,annual,-32464.8670628804,199
gen_total_bio_total,total_years,-40017.2858575226,199
gen_monsoonal_bio_total,monsoonal,-12342.7633932819,200
gen_monsoonal_bio_monsoonal,total_monsoons,-23479.4786093041,200
gen_annual_bio_annual,annual,-27404.936091303,200
gen_total_bio_total,total_years,-38531.256269013,200
gen_monsoonal_bio_total,monsoonal,-13647.12723205,201
gen_monsoonal_bio_monsoonal,total_monsoons,-25872.749389397,201
gen_annual_bio_annual,annual,-26177.0727476184,201
gen_total_bio_total,total_years,-26783.9409451346,201
gen_monsoonal_bio_total,monsoonal,-14209.6955265156,202
gen_monsoonal_bio_monsoonal,total_monsoons,-25903.7652254658,202
